lakeid,year4,sampledate,taxon,species_code,density,avg_length,comments
"ME",1982,1982-03-18,"CONOCHILOIDES NATANS",60802,4000.000,0.220,
"ME",1982,1982-03-18,"KERATELLA QUADRATA",61806,4000.000,0.130,
"ME",1982,1982-04-21,"LEPTODIAPTOMUS SICILOIDES",30404,65000.000,1.240,
"ME",1982,1982-04-21,"DIACYCLOPS THOMASI",20302,352000.000,0.980,
"ME",1982,1982-04-21,"CYCLOPOIDA COPEPODITES",20000,61000.000,0.850,
"ME",1982,1982-04-21,"COPEPOD NAUPLII",10000,83000.000,0.200,
"ME",1982,1982-04-21,"CHYDORUS SPHAERICUS",51005,4000.000,0.640,
"ME",1982,1982-04-21,"DAPHNIA JUVENILE",51100,4000.000,0.300,
"ME",1982,1982-04-21,"CONOCHILOIDES NATANS",60802,17000.000,0.160,
"ME",1982,1982-04-21,"NOTHOLCA",62600,13000.000,0.130,
"ME",1982,1982-04-21,"POLYARTHRA VULGARIS",63005,13000.000,0.130,
"ME",1982,1982-05-04,"LEPTODIAPTOMUS SICILOIDES",30404,32000.000,1.200,
"ME",1982,1982-05-04,"DIACYCLOPS THOMASI",20302,314000.000,1.040,
"ME",1982,1982-05-04,"MESOCYCLOPS EDAX",20601,4000.000,0.810,
"ME",1982,1982-05-04,"CYCLOPOIDA COPEPODITES",20000,97000.000,0.580,
"ME",1982,1982-05-04,"COPEPOD NAUPLII",10000,1358000.000,0.150,
"ME",1982,1982-05-04,"DAPHNIA MENDOTAE",51103,2000.000,1.300,
"ME",1982,1982-05-04,"CONOCHILOIDES NATANS",60802,97000.000,0.150,
"ME",1982,1982-05-04,"KELLICOTTIA BOSTONIENSIS",61701,4000.000,0.120,
"ME",1982,1982-05-04,"KELLICOTTIA LONGISPINA",61702,4000.000,0.130,
"ME",1982,1982-05-04,"KERATELLA QUADRATA",61806,85000.000,0.120,
"ME",1982,1982-05-04,"NOTHOLCA ACUMINATA",62601,12000.000,0.190,
"ME",1982,1982-05-04,"POLYARTHRA DOLICHOPTERA",63001,16000.000,0.140,
"ME",1982,1982-05-18,"LEPTODIAPTOMUS SICILOIDES",30404,67000.000,1.210,
"ME",1982,1982-05-18,"SKISTODIAPTOMUS OREGONENSIS",30801,4000.000,1.400,
"ME",1982,1982-05-18,"CALANOIDA COPEPODITES",30000,240000.000,0.510,
"ME",1982,1982-05-18,"DIACYCLOPS THOMASI",20302,413000.000,0.990,
"ME",1982,1982-05-18,"MESOCYCLOPS EDAX",20601,40000.000,1.120,
"ME",1982,1982-05-18,"CYCLOPOIDA COPEPODITES",20000,6667000.000,0.550,
"ME",1982,1982-05-18,"COPEPOD NAUPLII",10000,4729000.000,0.220,
"ME",1982,1982-05-18,"CERIODAPHNIA",50900,4000.000,0.300,
"ME",1982,1982-05-18,"CHYDORUS SPHAERICUS",51005,31000.000,0.270,
"ME",1982,1982-05-18,"DAPHNIA MENDOTAE",51103,13000.000,1.570,
"ME",1982,1982-05-18,"DAPHNIA MENDOTAE JUVENILE",51103,40000.000,0.670,
"ME",1982,1982-05-18,"ASPLANCHNA",60300,9000.000,0.420,
"ME",1982,1982-05-18,"BRACHIONUS CALYCIFLORUS",60406,44000.000,0.320,
"ME",1982,1982-05-18,"CONOCHILOIDES NATANS",60802,1453000.000,0.180,
"ME",1982,1982-05-18,"KELLICOTTIA LONGISPINA",61702,9000.000,0.130,
"ME",1982,1982-05-18,"KERATELLA COCHLEARIS",61801,31000.000,0.100,
"ME",1982,1982-05-18,"KERATELLA QUADRATA",61806,76000.000,0.140,
"ME",1982,1982-05-18,"NOTHOLCA ACUMINATA",62601,4000.000,0.200,
"ME",1982,1982-05-18,"NOTHOLCA",62600,9000.000,0.120,
"ME",1982,1982-05-18,"POLYARTHRA DOLICHOPTERA",63001,724000.000,0.130,
"ME",1982,1982-05-18,"SYNCHAETA",63400,76000.000,0.140,
"ME",1982,1982-06-01,"LEPTODIAPTOMUS SICILOIDES",30404,57000.000,1.210,
"ME",1982,1982-06-01,"SKISTODIAPTOMUS OREGONENSIS",30801,11000.000,1.330,
"ME",1982,1982-06-01,"CALANOIDA COPEPODITES",30000,677000.000,0.830,
"ME",1982,1982-06-01,"DIACYCLOPS THOMASI",20302,65000.000,1.090,
"ME",1982,1982-06-01,"MESOCYCLOPS EDAX",20601,11000.000,1.300,
"ME",1982,1982-06-01,"CYCLOPOIDA COPEPODITES",20000,3861000.000,0.580,
"ME",1982,1982-06-01,"COPEPOD NAUPLII",10000,3563000.000,0.140,
"ME",1982,1982-06-01,"DAPHNIA MENDOTAE",51103,122000.000,1.650,
"ME",1982,1982-06-01,"DAPHNIA MENDOTAE JUVENILE",51103,271000.000,0.820,
"ME",1982,1982-06-01,"DAPHNIA PARVULA",51105,9000.000,0.910,
"ME",1982,1982-06-01,"DAPHNIA PARVULA JUVENILE",51105,2000.000,0.620,
"ME",1982,1982-06-01,"DAPHNIA PULICARIA",51130,2000.000,1.530,
"ME",1982,1982-06-01,"DAPHNIA RETROCURVA",51107,2000.000,1.480,
"ME",1982,1982-06-01,"EUBOSMINA COREGONI",51501,4000.000,0.300,
"ME",1982,1982-06-01,"BRACHIONUS ANGULARIS",60401,15000.000,0.140,
"ME",1982,1982-06-01,"CONOCHILUS UNICORNIS",60902,46000.000,0.100,
"ME",1982,1982-06-01,"KERATELLA COCHLEARIS",61801,34000.000,0.100,
"ME",1982,1982-06-01,"KERATELLA QUADRATA",61806,134000.000,0.150,
"ME",1982,1982-06-01,"POLYARTHRA VULGARIS",63005,8000.000,0.100,
"ME",1982,1982-06-16,"LEPTODIAPTOMUS SICILOIDES",30404,96000.000,1.190,
"ME",1982,1982-06-16,"SKISTODIAPTOMUS OREGONENSIS",30801,14000.000,1.300,
"ME",1982,1982-06-16,"CALANOIDA COPEPODITES",30000,251000.000,0.840,
"ME",1982,1982-06-16,"ACANTHOCYCLOPS VERNALIS",20101,11000.000,1.200,
"ME",1982,1982-06-16,"MESOCYCLOPS EDAX",20601,28000.000,1.200,
"ME",1982,1982-06-16,"CYCLOPOIDA COPEPODITES",20000,1331000.000,0.650,
"ME",1982,1982-06-16,"COPEPOD NAUPLII",10000,1430000.000,0.160,
"ME",1982,1982-06-16,"DAPHNIA MENDOTAE",51103,117000.000,1.480,
"ME",1982,1982-06-16,"DAPHNIA MENDOTAE JUVENILE",51103,563000.000,0.850,
"ME",1982,1982-06-16,"DAPHNIA PARVULA",51105,2000.000,0.790,
"ME",1982,1982-06-16,"DAPHNIA PULICARIA JUVENILE",51130,4000.000,1.220,
"ME",1982,1982-06-16,"DAPHNIA RETROCURVA",51107,2000.000,1.230,
"ME",1982,1982-06-16,"DAPHNIA RETROCURVA JUVENILE",51107,8000.000,0.870,
"ME",1982,1982-06-16,"EUBOSMINA COREGONI",51501,4000.000,0.280,
"ME",1982,1982-06-16,"CONOCHILUS UNICORNIS",60902,4000.000,0.070,
"ME",1982,1982-06-16,"FILINIA TERMINALIS",61402,11000.000,0.140,
"ME",1982,1982-06-16,"KELLICOTTIA LONGISPINA",61702,4000.000,0.100,
"ME",1982,1982-06-16,"KERATELLA COCHLEARIS",61801,46000.000,0.100,
"ME",1982,1982-06-16,"KERATELLA QUADRATA",61806,64000.000,0.140,
"ME",1982,1982-06-16,"POLYARTHRA VULGARIS",63005,7000.000,0.100,
"ME",1982,1982-06-30,"LEPTODIAPTOMUS SICILOIDES",30404,149000.000,1.200,
"ME",1982,1982-06-30,"CALANOIDA COPEPODITES",30000,158000.000,0.700,
"ME",1982,1982-06-30,"ACANTHOCYCLOPS VERNALIS",20101,5000.000,1.000,
"ME",1982,1982-06-30,"MESOCYCLOPS EDAX",20601,9000.000,1.200,
"ME",1982,1982-06-30,"CYCLOPOIDA COPEPODITES",20000,235000.000,0.650,
"ME",1982,1982-06-30,"COPEPOD NAUPLII",10000,651000.000,0.170,
"ME",1982,1982-06-30,"DAPHNIA MENDOTAE",51103,87000.000,1.650,
"ME",1982,1982-06-30,"DAPHNIA MENDOTAE JUVENILE",51103,68000.000,0.810,
"ME",1982,1982-06-30,"DAPHNIA PARVULA",51105,8000.000,0.930,
"ME",1982,1982-06-30,"DAPHNIA PARVULA JUVENILE",51105,5000.000,0.680,
"ME",1982,1982-06-30,"DAPHNIA PULICARIA JUVENILE",51130,3000.000,1.080,
"ME",1982,1982-06-30,"DAPHNIA RETROCURVA",51107,3000.000,1.480,
"ME",1982,1982-06-30,"BRACHIONUS ANGULARIS",60401,5000.000,0.140,
"ME",1982,1982-06-30,"CONOCHILUS UNICORNIS",60902,5000.000,0.100,
"ME",1982,1982-06-30,"KELLICOTTIA LONGISPINA",61702,5000.000,0.120,
"ME",1982,1982-06-30,"KERATELLA COCHLEARIS",61801,190000.000,0.090,
"ME",1982,1982-06-30,"KERATELLA QUADRATA",61806,9000.000,0.120,
"ME",1982,1982-06-30,"LEPADELLA",62000,9000.000,0.100,
"ME",1982,1982-06-30,"POLYARTHRA VULGARIS",63005,23000.000,0.100,
"ME",1982,1982-07-13,"LEPTODIAPTOMUS SICILOIDES",30404,60000.000,1.010,
"ME",1982,1982-07-13,"SKISTODIAPTOMUS OREGONENSIS",30801,4000.000,1.200,
"ME",1982,1982-07-13,"CALANOIDA COPEPODITES",30000,48000.000,0.780,
"ME",1982,1982-07-13,"ACANTHOCYCLOPS VERNALIS",20101,4000.000,0.880,
"ME",1982,1982-07-13,"DIACYCLOPS THOMASI",20302,16000.000,0.870,
"ME",1982,1982-07-13,"CYCLOPOIDA COPEPODITES",20000,48000.000,0.670,
"ME",1982,1982-07-13,"COPEPOD NAUPLII",10000,310000.000,0.180,
"ME",1982,1982-07-13,"CHYDORUS SPHAERICUS",51005,4000.000,0.250,
"ME",1982,1982-07-13,"DAPHNIA MENDOTAE",51103,10000.000,1.590,
"ME",1982,1982-07-13,"DAPHNIA MENDOTAE JUVENILE",51103,19000.000,0.730,
"ME",1982,1982-07-13,"DAPHNIA PARVULA JUVENILE",51105,2000.000,0.740,
"ME",1982,1982-07-13,"DAPHNIA PULICARIA",51130,2000.000,1.530,
"ME",1982,1982-07-13,"DAPHNIA PULICARIA JUVENILE",51130,2000.000,1.230,
"ME",1982,1982-07-13,"COLLOTHECA",60600,28000.000,0.100,
"ME",1982,1982-07-13,"CONOCHILUS UNICORNIS",60902,1574000.000,0.120,
"ME",1982,1982-07-13,"KELLICOTTIA LONGISPINA",61702,4000.000,0.150,
"ME",1982,1982-07-13,"KERATELLA COCHLEARIS",61801,87000.000,0.100,
"ME",1982,1982-07-13,"KERATELLA QUADRATA",61806,20000.000,0.120,
"ME",1982,1982-07-13,"LEPADELLA",62000,4000.000,0.120,
"ME",1982,1982-07-13,"POMPHYLOX SULCATA",63101,767000.000,0.100,
"ME",1982,1982-07-29,"LEPTODIAPTOMUS SICILOIDES",30404,48000.000,1.160,
"ME",1982,1982-07-29,"SKISTODIAPTOMUS OREGONENSIS",30801,11000.000,1.200,
"ME",1982,1982-07-29,"CALANOIDA COPEPODITES",30000,77000.000,0.630,
"ME",1982,1982-07-29,"ACANTHOCYCLOPS VERNALIS",20101,31000.000,0.950,
"ME",1982,1982-07-29,"DIACYCLOPS THOMASI",20302,3000.000,1.000,
"ME",1982,1982-07-29,"MESOCYCLOPS EDAX",20601,40000.000,1.220,
"ME",1982,1982-07-29,"CYCLOPOIDA COPEPODITES",20000,68000.000,0.490,
"ME",1982,1982-07-29,"COPEPOD NAUPLII",10000,750000.000,0.170,
"ME",1982,1982-07-29,"CHYDORUS SPHAERICUS",51005,23000.000,0.150,
"ME",1982,1982-07-29,"DAPHNIA MENDOTAE JUVENILE",51103,2000.000,0.620,
"ME",1982,1982-07-29,"DIAPHANOSOMA BIRGEI",51202,2000.000,0.980,
"ME",1982,1982-07-29,"DIAPHANOSOMA BIRGEI JUVENILE",51202,15000.000,0.630,
"ME",1982,1982-07-29,"ASCOMORPHA OVALIS",60202,85000.000,0.100,
"ME",1982,1982-07-29,"BRACHIONUS ANGULARIS",60401,14000.000,0.120,
"ME",1982,1982-07-29,"COLLOTHECA",60600,26000.000,0.070,
"ME",1982,1982-07-29,"CONOCHILUS UNICORNIS",60902,3369000.000,0.110,
"ME",1982,1982-07-29,"KELLICOTTIA LONGISPINA",61702,57000.000,0.130,
"ME",1982,1982-07-29,"KERATELLA COCHLEARIS",61801,267000.000,0.090,
"ME",1982,1982-07-29,"KERATELLA QUADRATA",61806,6000.000,0.150,
"ME",1982,1982-07-29,"POMPHYLOX SULCATA",63101,395000.000,0.090,
"ME",1982,1982-07-29,"TRICHOCERCA PUSILLA",63614,28000.000,0.090,
"ME",1982,1982-07-29,"TRICHOCERCA SIMILIS",63617,28000.000,0.160,
"ME",1982,1982-08-16,"LEPTODIAPTOMUS SICILOIDES",30404,54000.000,1.070,
"ME",1982,1982-08-16,"CALANOIDA COPEPODITES",30000,107000.000,0.740,
"ME",1982,1982-08-16,"ACANTHOCYCLOPS VERNALIS",20101,7000.000,0.920,
"ME",1982,1982-08-16,"MESOCYCLOPS EDAX",20601,10000.000,1.110,
"ME",1982,1982-08-16,"CYCLOPOIDA COPEPODITES",20000,40000.000,0.570,
"ME",1982,1982-08-16,"COPEPOD NAUPLII",10000,314000.000,0.150,
"ME",1982,1982-08-16,"CHYDORUS SPHAERICUS",51005,120000.000,0.260,
"ME",1982,1982-08-16,"DAPHNIA MENDOTAE JUVENILE",51103,7000.000,0.820,
"ME",1982,1982-08-16,"DIAPHANOSOMA BIRGEI",51202,2000.000,1.500,
"ME",1982,1982-08-16,"DIAPHANOSOMA BIRGEI JUVENILE",51202,24000.000,0.640,
"ME",1982,1982-08-16,"COLLOTHECA",60600,33000.000,0.070,
"ME",1982,1982-08-16,"CONOCHILUS UNICORNIS",60902,54000.000,0.110,
"ME",1982,1982-08-16,"KELLICOTTIA LONGISPINA",61702,17000.000,0.120,
"ME",1982,1982-08-16,"KERATELLA COCHLEARIS",61801,231000.000,0.090,
"ME",1982,1982-08-16,"POMPHYLOX SULCATA",63101,100000.000,0.090,
"ME",1982,1982-08-16,"TRICHOCERCA PUSILLA",63614,3000.000,0.080,
"ME",1982,1982-08-16,"TRICHOCERCA SIMILIS",63617,20000.000,0.150,
"ME",1982,1982-09-16,"LEPTODIAPTOMUS SICILOIDES",30404,8000.000,1.080,
"ME",1982,1982-09-16,"CALANOIDA COPEPODITES",30000,8000.000,0.690,
"ME",1982,1982-09-16,"ACANTHOCYCLOPS VERNALIS",20101,1000.000,0.830,
"ME",1982,1982-09-16,"MESOCYCLOPS EDAX",20601,4000.000,1.190,
"ME",1982,1982-09-16,"CYCLOPOIDA COPEPODITES",20000,17000.000,0.750,
"ME",1982,1982-09-16,"COPEPOD NAUPLII",10000,49000.000,0.170,
"ME",1982,1982-09-16,"CHYDORUS SPHAERICUS",51005,337000.000,0.260,
"ME",1982,1982-09-16,"DAPHNIA MENDOTAE JUVENILE",51103,1000.000,0.670,
"ME",1982,1982-09-16,"DAPHNIA RETROCURVA",51107,,1.350,
"ME",1982,1982-09-16,"DAPHNIA RETROCURVA JUVENILE",51107,,0.840,
"ME",1982,1982-09-16,"DIAPHANOSOMA BIRGEI",51202,1000.000,1.140,
"ME",1982,1982-09-16,"DIAPHANOSOMA BIRGEI JUVENILE",51202,3000.000,0.640,
"ME",1982,1982-09-16,"EUBOSMINA COREGONI",51501,2000.000,0.380,
"ME",1982,1982-09-16,"BRACHIONUS ANGULARIS",60401,3000.000,0.130,
"ME",1982,1982-09-16,"BRACHIONUS HAVANAENSIS",60408,,0.130,
"ME",1982,1982-09-16,"CONOCHILUS UNICORNIS",60902,70000.000,0.110,
"ME",1982,1982-09-16,"KELLICOTTIA BOSTONIENSIS",61701,1000.000,0.110,
"ME",1982,1982-09-16,"KELLICOTTIA LONGISPINA",61702,4000.000,0.130,
"ME",1982,1982-09-16,"KERATELLA COCHLEARIS",61801,38000.000,0.110,
"ME",1982,1982-09-16,"KERATELLA QUADRATA",61806,3000.000,0.140,
"ME",1982,1982-09-16,"LEPADELLA",62000,,0.130,
"ME",1982,1982-09-16,"POLYARTHRA VULGARIS",63005,1000.000,0.120,
"ME",1982,1982-09-16,"POMPHYLOX SULCATA",63101,10000.000,0.100,
"ME",1982,1982-10-12,"LEPTODIAPTOMUS SICILOIDES",30404,108000.000,1.090,
"ME",1982,1982-10-12,"CALANOIDA COPEPODITES",30000,28000.000,0.280,
"ME",1982,1982-10-12,"DIACYCLOPS THOMASI",20302,111000.000,1.050,
"ME",1982,1982-10-12,"MESOCYCLOPS EDAX",20601,9000.000,1.020,
"ME",1982,1982-10-12,"CYCLOPOIDA COPEPODITES",20000,173000.000,0.700,
"ME",1982,1982-10-12,"COPEPOD NAUPLII",10000,584000.000,0.130,
"ME",1982,1982-10-12,"BOSMINA LONGIROSTRIS",50701,3000.000,0.250,
"ME",1982,1982-10-12,"CHYDORUS SPHAERICUS",51005,303000.000,0.280,
"ME",1982,1982-10-12,"DAPHNIA MENDOTAE",51103,7000.000,1.810,
"ME",1982,1982-10-12,"DAPHNIA MENDOTAE JUVENILE",51103,13000.000,0.750,
"ME",1982,1982-10-12,"DAPHNIA RETROCURVA",51107,6000.000,1.620,
"ME",1982,1982-10-12,"DAPHNIA RETROCURVA JUVENILE",51107,6000.000,0.820,
"ME",1982,1982-10-12,"DIAPHANOSOMA BIRGEI",51202,35000.000,1.120,
"ME",1982,1982-10-12,"DIAPHANOSOMA BIRGEI JUVENILE",51202,32000.000,0.690,
"ME",1982,1982-10-12,"EUBOSMINA COREGONI",51501,377000.000,0.340,
"ME",1982,1982-10-12,"CONOCHILUS UNICORNIS",60902,25000.000,0.120,
"ME",1982,1982-10-12,"KELLICOTTIA BOSTONIENSIS",61701,9000.000,0.110,
"ME",1982,1982-10-12,"KELLICOTTIA LONGISPINA",61702,71000.000,0.120,
"ME",1982,1982-10-12,"KERATELLA COCHLEARIS",61801,368000.000,0.100,
"ME",1982,1982-10-12,"KERATELLA QUADRATA",61806,238000.000,0.140,
"ME",1982,1982-10-12,"POLYARTHRA",63000,68000.000,0.110,
"ME",1982,1982-10-12,"POMPHYLOX SULCATA",63101,83000.000,0.600,
"ME",1982,1982-10-12,"TRICHOCERCA SIMILIS",63617,3000.000,0.150,
"ME",1982,1982-11-16,"AGLAODIAPTOMUS CLAVIPES",30901,3000.000,1.800,
"ME",1982,1982-11-16,"LEPTODIAPTOMUS SICILOIDES",30404,84000.000,1.110,
"ME",1982,1982-11-16,"CALANOIDA COPEPODITES",30000,9000.000,0.810,
"ME",1982,1982-11-16,"DIACYCLOPS THOMASI",20302,9000.000,1.100,
"ME",1982,1982-11-16,"CYCLOPOIDA COPEPODITES",20000,300000.000,0.760,
"ME",1982,1982-11-16,"COPEPOD NAUPLII",10000,366000.000,0.120,
"ME",1982,1982-11-16,"CHYDORUS SPHAERICUS",51005,6000.000,0.290,
"ME",1982,1982-11-16,"DAPHNIA MENDOTAE",51103,2000.000,1.300,
"ME",1982,1982-11-16,"DAPHNIA MENDOTAE JUVENILE",51103,15000.000,0.790,
"ME",1982,1982-11-16,"DAPHNIA PULICARIA",51130,3000.000,1.500,
"ME",1982,1982-11-16,"DAPHNIA RETROCURVA",51107,3000.000,2.000,
"ME",1982,1982-11-16,"DIAPHANOSOMA BIRGEI",51202,9000.000,1.220,
"ME",1982,1982-11-16,"EUBOSMINA COREGONI",51501,6000.000,0.330,
"ME",1982,1982-11-16,"BRACHIONUS ANGULARIS",60401,3000.000,0.100,
"ME",1982,1982-11-16,"KELLICOTTIA BOSTONIENSIS",61701,3000.000,0.120,
"ME",1982,1982-11-16,"KELLICOTTIA LONGISPINA",61702,3000.000,0.120,
"ME",1982,1982-11-16,"KERATELLA COCHLEARIS",61801,66000.000,0.100,
"ME",1982,1982-11-16,"KERATELLA QUADRATA",61806,34000.000,0.140,
"ME",1982,1982-11-16,"POMPHYLOX SULCATA",63101,3000.000,0.100,
"ME",1989,1989-09-11,"AGLAODIAPTOMUS CLAVIPES",30901,80325.000,1.300,
"ME",1989,1989-09-11,"LEPTODIAPTOMUS SICILOIDES",30404,66949.000,0.957,
"ME",1989,1989-09-11,"CALANOIDA COPEPODITES",30000,129424.000,0.602,
"ME",1989,1989-09-11,"ACANTHOCYCLOPS VERNALIS",20101,22301.000,0.882,
"ME",1989,1989-09-11,"DIACYCLOPS THOMASI",20302,13376.000,0.848,
"ME",1989,1989-09-11,"MESOCYCLOPS EDAX",20601,40151.000,1.120,
"ME",1989,1989-09-11,"CYCLOPOIDA COPEPODITES",20000,22301.000,0.410,
"ME",1989,1989-09-11,"COPEPOD NAUPLII",10000,241023.000,,
"ME",1989,1989-09-25,"AGLAODIAPTOMUS CLAVIPES",30901,40663.000,1.330,
"ME",1989,1989-09-25,"LEPTODIAPTOMUS SICILOIDES",30404,58740.000,0.951,
"ME",1989,1989-09-25,"CALANOIDA COPEPODITES",30000,216955.000,0.693,
"ME",1989,1989-09-25,"ACANTHOCYCLOPS VERNALIS",20101,22585.000,0.920,
"ME",1989,1989-09-25,"DIACYCLOPS THOMASI",20302,18078.000,0.807,
"ME",1989,1989-09-25,"MESOCYCLOPS EDAX",20601,45194.000,0.894,
"ME",1989,1989-09-25,"CYCLOPOIDA COPEPODITES",20000,13546.000,0.580,
"ME",1989,1989-09-25,"COPEPOD NAUPLII",10000,123782.000,,
"ME",1989,1989-10-09,"AGLAODIAPTOMUS CLAVIPES",30901,27331.000,1.500,
"ME",1989,1989-10-09,"LEPTODIAPTOMUS SICILOIDES",30404,150400.000,1.030,
"ME",1989,1989-10-09,"CALANOIDA COPEPODITES",30000,191408.000,0.834,
"ME",1989,1989-10-09,"DIACYCLOPS THOMASI",20302,31890.000,0.849,
"ME",1989,1989-10-09,"MESOCYCLOPS EDAX",20601,13654.000,1.180,
"ME",1989,1989-10-09,"COPEPOD NAUPLII",10000,72921.000,,
"ME",1989,1989-10-24,"AGLAODIAPTOMUS CLAVIPES",30901,43123.000,1.610,
"ME",1989,1989-10-24,"LEPTODIAPTOMUS SICILOIDES",30404,124738.000,1.160,
"ME",1989,1989-10-24,"CALANOIDA COPEPODITES",30000,14359.000,0.828,
"ME",1989,1989-10-24,"ACANTHOCYCLOPS VERNALIS",20101,4771.000,1.370,
"ME",1989,1989-10-24,"DIACYCLOPS THOMASI",20302,33535.000,1.040,
"ME",1989,1989-10-24,"MESOCYCLOPS EDAX",20601,19153.000,1.090,
"ME",1989,1989-10-24,"CYCLOPOIDA COPEPODITES",20000,9565.000,0.559,
"ME",1989,1989-10-24,"COPEPOD NAUPLII",10000,172537.000,,
"ME",1989,1989-11-06,"AGLAODIAPTOMUS CLAVIPES",30901,54833.000,1.680,
"ME",1989,1989-11-06,"LEPTODIAPTOMUS SICILOIDES",30404,151853.000,0.993,
"ME",1989,1989-11-06,"CALANOIDA COPEPODITES",30000,12645.000,0.952,
"ME",1989,1989-11-06,"DIACYCLOPS THOMASI",20302,50603.000,0.953,
"ME",1989,1989-11-06,"MESOCYCLOPS EDAX",20601,21083.000,0.955,
"ME",1989,1989-11-06,"CYCLOPOIDA COPEPODITES",20000,4208.000,0.683,
"ME",1989,1989-11-06,"COPEPOD NAUPLII",10000,126540.000,,
"ME",1989,1989-11-20,"AGLAODIAPTOMUS CLAVIPES",30901,9450.000,1.800,
"ME",1989,1989-11-20,"LEPTODIAPTOMUS SICILOIDES",30404,160718.000,0.960,
"ME",1989,1989-11-20,"CALANOIDA COPEPODITES",30000,4725.000,1.060,
"ME",1989,1989-11-20,"DIACYCLOPS THOMASI",20302,33075.000,0.896,
"ME",1989,1989-11-20,"COPEPOD NAUPLII",10000,571973.000,,
"ME",1989,1989-12-06,"AGLAODIAPTOMUS CLAVIPES",30901,32877.000,1.440,
"ME",1989,1989-12-06,"LEPTODIAPTOMUS SICILOIDES",30404,164453.000,0.964,
"ME",1989,1989-12-06,"DIACYCLOPS THOMASI",20302,46977.000,1.010,
"ME",1989,1989-12-06,"CYCLOPOIDA COPEPODITES",20000,14077.000,0.704,
"ME",1989,1989-12-06,"COPEPOD NAUPLII",10000,516859.000,,
"ME",1990,1990-01-23,"LEPTODIAPTOMUS SICILOIDES",30404,61193.000,0.966,
"ME",1990,1990-01-23,"DIACYCLOPS THOMASI",20302,51785.000,0.949,
"ME",1990,1990-01-23,"COPEPOD NAUPLII",10000,621485.000,,
"ME",1990,1990-03-01,"LEPTODIAPTOMUS SICILOIDES",30404,22302.000,0.994,
"ME",1990,1990-03-01,"SKISTODIAPTOMUS OREGONENSIS",30801,4442.000,1.180,
"ME",1990,1990-03-01,"DIACYCLOPS THOMASI",20302,17837.000,0.916,
"ME",1990,1990-03-01,"CYCLOPOIDA COPEPODITES",20000,49092.000,0.429,
"ME",1990,1990-03-01,"COPEPOD NAUPLII",10000,379384.000,,
"ME",1990,1990-03-26,"AGLAODIAPTOMUS CLAVIPES",30901,4692.000,1.990,
"ME",1990,1990-03-26,"LEPTODIAPTOMUS SICILOIDES",30404,28244.000,0.954,
"ME",1990,1990-03-26,"DIACYCLOPS THOMASI",20302,37651.000,0.994,
"ME",1990,1990-03-26,"CYCLOPOIDA COPEPODITES",20000,296608.000,0.438,
"ME",1990,1990-03-26,"COPEPOD NAUPLII",10000,555565.000,,
"ME",1990,1990-04-09,"AGLAODIAPTOMUS CLAVIPES",30901,9400.000,1.610,
"ME",1990,1990-04-09,"LEPTODIAPTOMUS SICILOIDES",30404,178906.000,0.963,
"ME",1990,1990-04-09,"SKISTODIAPTOMUS OREGONENSIS",30801,9400.000,1.150,
"ME",1990,1990-04-09,"CALANOIDA COPEPODITES",30000,4700.000,0.621,
"ME",1990,1990-04-09,"DIACYCLOPS THOMASI",20302,84741.000,1.021,
"ME",1990,1990-04-09,"CYCLOPOIDA COPEPODITES",20000,513193.000,0.462,
"ME",1990,1990-04-09,"COPEPOD NAUPLII",10000,1049957.000,0.187,
"ME",1990,1990-04-27,"AGLAODIAPTOMUS CLAVIPES",30901,4696.000,1.550,
"ME",1990,1990-04-27,"LEPTODIAPTOMUS SICILOIDES",30404,51778.000,0.994,
"ME",1990,1990-04-27,"SKISTODIAPTOMUS OREGONENSIS",30801,4696.000,1.240,
"ME",1990,1990-04-27,"DIACYCLOPS THOMASI",20302,89444.000,1.060,
"ME",1990,1990-04-27,"CYCLOPOIDA COPEPODITES",20000,395489.000,0.604,
"ME",1990,1990-04-27,"COPEPOD NAUPLII",10000,1313623.000,0.154,
"ME",1990,1990-05-07,"AGLAODIAPTOMUS CLAVIPES",30901,4606.000,1.860,
"ME",1990,1990-05-07,"CALANOIDA COPEPODITES",30000,23054.000,0.497,
"ME",1990,1990-05-07,"ACANTHOCYCLOPS VERNALIS",20101,4606.000,1.240,
"ME",1990,1990-05-07,"DIACYCLOPS THOMASI",20302,262989.000,0.832,
"ME",1990,1990-05-07,"MESOCYCLOPS EDAX",20601,4606.000,0.745,
"ME",1990,1990-05-07,"CYCLOPOIDA COPEPODITES",20000,761330.000,0.465,
"ME",1990,1990-05-07,"COPEPOD NAUPLII",10000,765936.000,,
"ME",1990,1990-05-21,"CALANOIDA COPEPODITES",30000,68640.000,0.397,
"ME",1990,1990-05-21,"DIACYCLOPS THOMASI",20302,274584.000,0.807,
"ME",1990,1990-05-21,"MESOCYCLOPS EDAX",20601,9144.000,1.210,
"ME",1990,1990-05-21,"CYCLOPOIDA COPEPODITES",20000,663576.000,0.483,
"ME",1990,1990-05-21,"COPEPOD NAUPLII",10000,343224.000,,
"ME",1990,1990-06-04,"LEPTODIAPTOMUS SICILOIDES",30404,4440.000,0.994,
"ME",1985,1985-01-22,"CYCLOPOIDA COPEPODITES",20000,178000.000,0.840,
"ME",1985,1985-01-22,"COPEPOD NAUPLII",10000,106000.000,0.140,
